Site,Date(UTC),Air Temp,Wind Speed,Min Temp,Max Temp,1Hr Precip,6Hr Precip,Rel Humidity,Wind Gust,Wind Direction,Weather,Pressure,Total Cloud,Visibility,Solar Rad,Sunshine,Snow Depth,Dew Point,OLE Temp
South Uist Range,02/09/2019 21:00,13.6,18,,,0.2,,93,,270,Rain,1011,7,26,,,,12.5,
South Uist Range,02/09/2019 22:00,13.5,14,,,0,,94,,260,Misty,1012,7,13,,,,12.7,
South Uist Range,02/09/2019 23:00,13.1,8,,,0,,93,,320,Dry,1012,5,75,,,,12.1,
South Uist Range,03/09/2019 00:00,12.6,7,,,0,0.4,92,,350,Dry,1013,8,75,,,,11.4,
South Uist Range,03/09/2019 01:00,12.1,3,,,0,,92,,330,Dry,1013,8,75,,,,10.9,
South Uist Range,03/09/2019 02:00,11.9,1,,,0,,92,,320,Dry,1013,8,75,,,,10.7,
South Uist Range,03/09/2019 03:00,12.1,3,,,0,,89,,60,Dry,1013,7,75,,,,10.5,
South Uist Range,03/09/2019 04:00,11.3,5,,,0,,96,,150,Dry,1013,3,75,,,,10.8,
South Uist Range,03/09/2019 05:00,11.7,5,,,0,,97,,160,Dry,1013,2,75,,,,11.3,
South Uist Range,03/09/2019 06:00,12.2,6,10.7,,0,0,96,,160,Dry,1012,1,75,,,,11.7,
South Uist Range,03/09/2019 07:00,13,8,,,0,,96,,160,Rain,1013,4,40,,,,12.5,
South Uist Range,03/09/2019 08:00,13.6,7,,,0,,95,,170,Dry,1012,1,75,,,,12.9,
South Uist Range,03/09/2019 09:00,14.6,10,,,0,,96,,170,Dry,1012,8,75,,,,14,
South Uist Range,03/09/2019 10:00,14.5,12,,,0,,98,,170,Misty,1011,7,2,,,,14.2,
South Uist Range,03/09/2019 11:00,14.4,16,,,0.6,,99,,200,Light drizzle,1011,4,4,,,,14.3,
South Uist Range,03/09/2019 12:00,14.5,16,,,0,0.6,98,,200,Drizzle,1010,7,30,,,,14.3,
South Uist Range,03/09/2019 13:00,14.5,17,,,0,,99,,200,Dry,1010,5,40,,,,14.4,
South Uist Range,03/09/2019 14:00,14.3,20,,,0.6,,99,,210,Drizzly rain,1009,7,5,,,,14.2,
South Uist Range,03/09/2019 15:00,14.4,21,,,0,,98,,210,Rain,1009,8,7,,,,14.2,
South Uist Range,03/09/2019 16:00,14.6,25,,,0.2,,98,33,230,Rain,1008,7,8,,,,14.3,
South Uist Range,03/09/2019 17:00,14.5,25,,,0,,93,37,240,Haze,1008,3,19,,,,13.5,
South Uist Range,03/09/2019 18:00,14.3,26,,15.1,0,0.4,81,33,250,Dry,1008,5,17,,,,11.2,
South Uist Range,03/09/2019 19:00,13.6,24,,,0,,78,37,240,Dry,1008,1,19,,,,9.9,
South Uist Range,03/09/2019 20:00,13.1,24,,,2,,84,33,240,Rain,1008,2,13,,,,10.5,
South Uist Range,03/09/2019 21:00,13,26,,,0,,78,35,240,Dry,1008,1,19,,,,9.3,
South Uist Range,03/09/2019 22:00,13,26,,,0,,72,36,240,Dry,1007,1,25,,,,8.1,
South Uist Range,03/09/2019 23:00,12.7,28,,,0,,75,36,240,Dry,1007,2,21,,,,8.4,
South Uist Range,04/09/2019 00:00,12.6,29,,,0,2,74,38,230,Rain,1006,2,25,,,,8.1,
South Uist Range,04/09/2019 01:00,12.4,26,,,0,,72,39,240,Dry,1005,2,25,,,,7.7,
South Uist Range,04/09/2019 02:00,12.4,28,,,0,,76,38,230,Dry,1004,3,24,,,,8.4,
South Uist Range,04/09/2019 03:00,12.5,29,,,0,,78,44,220,Dry,1003,1,18,,,,8.9,
South Uist Range,04/09/2019 04:00,12.1,31,,,0,,77,41,220,Light shower,1001,2,13,,,,8.3,
South Uist Range,04/09/2019 05:00,10.9,32,,,1.6,,92,46,210,Moderate rain,999,2,2,,,,9.7,
South Uist Range,04/09/2019 06:00,12,32,10.9,,0.6,2,96,47,210,Rain,997,4,7,,,,11.4,
South Uist Range,04/09/2019 07:00,13.3,17,,,0.6,,88,38,260,Rain,996,1,25,,,,11.5,
South Uist Range,04/09/2019 08:00,13.3,13,,,0,,87,,350,Dry,997,4,27,,,,11.2,
South Uist Range,04/09/2019 09:00,11.4,32,,,0,,89,44,360,Rain,1001,1,40,,,,9.7,
South Uist Range,04/09/2019 10:00,13.1,30,,,0,,81,43,10,Dry,1004,1,70,,,,10,
South Uist Range,04/09/2019 11:00,11.8,30,,,0.2,,91,43,10,Light shower,1007,2,12,,,,10.5,
South Uist Range,04/09/2019 12:00,11.8,36,,,0,0.8,78,49,360,Rain,1010,3,30,,,,8.2,
South Uist Range,04/09/2019 13:00,10.6,31,,,0,,87,47,350,Rain,1012,1,7,,,,8.6,
South Uist Range,04/09/2019 14:00,9.9,30,,,0,,89,44,360,Drizzly rain,1015,2,4,,,,8.3,
South Uist Range,04/09/2019 15:00,10.2,31,,,0.2,,80,45,350,Light shower,1016,2,10,,,,7,
South Uist Range,04/09/2019 16:00,11.6,25,,,0,,70,46,340,Rain,1018,1,24,,,,6.4,
South Uist Range,04/09/2019 17:00,11.3,29,,,0,,63,41,340,Dry,1019,7,26,,,,4.7,
South Uist Range,04/09/2019 18:00,11.3,25,,14.2,0,0.2,67,40,350,Dry,1020,1,30,,,,5.6,
South Uist Range,04/09/2019 19:00,11,22,,,0,,63,38,330,Light shower,1021,2,35,,,,4.3,
South Uist Range,04/09/2019 20:00,11,16,,,0,,69,31,330,Rain,1022,1,55,,,,5.6,
South Uist Range,04/09/2019 21:00,11.5,18,,,0,,67,30,330,Dry,1022,1,60,,,,5.7,
South Uist Range,04/09/2019 22:00,10.5,14,,,0,,76,32,320,Rain,1022,2,55,,,,6.5,
South Uist Range,04/09/2019 23:00,11.7,18,,,0,,68,,310,Dry,1022,1,55,,,,6.2,
South Uist Range,05/09/2019 00:00,10.8,14,,,0,0,76,,320,Rain,1022,5,75,,,,6.9,
South Uist Range,05/09/2019 01:00,12.2,20,,,0,,71,,300,Dry,1022,2,30,,,,7.2,
South Uist Range,05/09/2019 02:00,12.2,17,,,0,,73,29,300,Dry,1022,1,35,,,,7.6,
South Uist Range,05/09/2019 03:00,12.3,18,,,0,,78,,290,Light shower,1022,1,30,,,,8.6,
South Uist Range,05/09/2019 04:00,10.5,14,,,0,,94,,290,Rain,1021,1,28,,,,9.6,
South Uist Range,05/09/2019 05:00,12.4,21,,,0.4,,91,30,280,Light drizzle,1021,1,7,,,,11.1,
South Uist Range,05/09/2019 06:00,12.8,23,10.1,,0.8,1,89,35,290,Rain,1021,1,17,,,,11.1,
South Uist Range,05/09/2019 07:00,13.3,26,,,0,,85,35,290,Dry,1021,3,20,,,,10.9,
South Uist Range,05/09/2019 08:00,13.4,25,,,0,,85,36,280,Dry,1021,6,16,,,,11,
South Uist Range,05/09/2019 09:00,13.6,24,,,0,,81,35,280,Dry,1021,1,16,,,,10.5,
South Uist Range,05/09/2019 10:00,13.7,20,,,0,,80,31,270,Dry,1021,2,14,,,,10.5,
South Uist Range,05/09/2019 11:00,14.4,21,,,0,,78,29,270,Dry,1021,1,14,,,,10.8,
South Uist Range,05/09/2019 12:00,14.2,20,,,0,0,76,,260,Dry,1020,1,14,,,,10.2,
South Uist Range,05/09/2019 13:00,13.9,22,,,0,,83,,260,Dry,1020,5,15,,,,11.2,
South Uist Range,05/09/2019 14:00,13.9,21,,,0,,86,,250,Dry,1020,2,14,,,,11.7,
South Uist Range,05/09/2019 15:00,14.1,22,,,0,,85,29,240,Dry,1019,,15,,,,11.7,
South Uist Range,05/09/2019 16:00,13.6,24,,,0,,87,31,230,Dry,1018,,16,,,,11.5,
South Uist Range,05/09/2019 17:00,11.9,32,,,0.2,,87,43,250,Rain,1017,6,13,,,,9.9,
South Uist Range,05/09/2019 18:00,12.1,31,,14.9,0.2,0.4,75,40,220,Rain,1015,7,35,,,,7.9,
South Uist Range,05/09/2019 19:00,13,32,,,0,,89,43,220,Rain,1013,1,9,,,,11.3,
South Uist Range,05/09/2019 20:00,12.8,33,,,0.2,,95,46,230,Misty,1012,3,5,,,,12.1,
South Uist Range,05/09/2019 21:00,13,33,,,0.4,,97,45,230,Rain,1011,6,3,,,,12.6,
South Uist Range,05/09/2019 22:00,13.3,30,,,0.4,,98,45,240,Rain,1010,7,3,,,,13.1,
South Uist Range,05/09/2019 23:00,13.6,28,,,1,,95,41,250,Rain,1009,6,17,,,,12.9,
South Uist Range,06/09/2019 00:00,13.1,25,,,0.2,2,87,40,270,Rain,1009,1,21,,,,11,
South Uist Range,06/09/2019 01:00,12.5,25,,,0,,75,36,280,Dry,1009,2,22,,,,8.3,
South Uist Range,06/09/2019 02:00,12.6,28,,,0,,70,40,280,Dry,1009,6,22,,,,7.3,
South Uist Range,06/09/2019 03:00,12.7,24,,,0,,72,37,280,Dry,1010,1,30,,,,7.9,
South Uist Range,06/09/2019 04:00,11.3,29,,,0,,86,38,270,Haze,1009,1,15,,,,9.2,
South Uist Range,06/09/2019 05:00,12.2,25,,,0,,85,35,260,Dry,1009,3,19,,,,9.9,
South Uist Range,06/09/2019 06:00,12.2,28,11.2,,0.4,1,88,38,280,Rain,1009,1,19,,,,10.3,
South Uist Range,06/09/2019 07:00,12.1,25,,,1,,91,36,280,Light shower,1010,1,19,,,,10.7,
South Uist Range,06/09/2019 08:00,12.6,23,,,0,,86,33,280,Rain,1010,2,12,,,,10.4,
South Uist Range,06/09/2019 09:00,13.2,22,,,1.6,,93,31,280,Rain,1011,4,18,,,,12.2,
South Uist Range,06/09/2019 10:00,13.6,23,,,0.4,,90,33,290,Rain,1011,3,35,,,,12.1,
South Uist Range,06/09/2019 11:00,13.9,20,,,0,,84,29,300,Dry,1012,5,29,,,,11.3,
South Uist Range,06/09/2019 12:00,13.7,20,,,0,3,84,31,300,Rain,1013,1,24,,,,11.1,
South Uist Range,06/09/2019 13:00,14.9,21,,,0,,81,,300,Dry,1014,2,27,,,,11.8,
South Uist Range,06/09/2019 14:00,13,20,,,0,,88,30,300,Rain,1015,2,35,,,,11.2,
South Uist Range,06/09/2019 15:00,13.1,15,,,0.2,,77,,320,Dry,1016,6,55,,,,9.3,
South Uist Range,06/09/2019 16:00,14,16,,,0,,73,,320,Dry,1017,3,40,,,,9.4,
South Uist Range,06/09/2019 17:00,13.6,14,,,0,,77,,320,Dry,1018,6,45,,,,9.7,
South Uist Range,06/09/2019 18:00,13.2,12,,15,0,0,76,,330,Dry,1018,3,55,,,,9.2,
South Uist Range,06/09/2019 19:00,12.2,12,,,0,,78,,330,Dry,1019,1,45,,,,8.6,
South Uist Range,06/09/2019 20:00,11.6,9,,,0,,82,,350,Dry,1020,5,40,,,,8.7,
South Uist Range,06/09/2019 21:00,11.6,9,,,0,,81,,340,Dry,1021,6,55,,,,8.6,
South Uist Range,06/09/2019 22:00,10.6,8,,,0,,82,,340,Dry,1021,1,50,,,,7.8,
South Uist Range,06/09/2019 23:00,9.9,7,,,0,,90,,360,Dry,1022,2,35,,,,8.5,
South Uist Range,07/09/2019 00:00,10.5,5,,,0,0,92,,10,Dry,1023,1,35,,,,9.4,
South Uist Range,07/09/2019 01:00,10.8,2,,,0,,90,,20,Dry,1023,5,40,,,,9.3,
South Uist Range,07/09/2019 02:00,11.2,3,,,0,,84,,60,Dry,1024,1,50,,,,8.6,
South Uist Range,07/09/2019 03:00,10.4,8,,,0,,90,,30,Rain,1024,5,22,,,,8.9,
South Uist Range,07/09/2019 04:00,10.4,3,,,0,,91,,70,Dry,1024,7,55,,,,9.1,
South Uist Range,07/09/2019 05:00,8.7,1,,,0,,94,,150,Dry,1025,6,45,,,,7.9,
South Uist Range,07/09/2019 06:00,9.1,0,7.8,,0,0,97,,0,Dry,1025,,60,,,,8.8,
South Uist Range,07/09/2019 07:00,9.2,2,,,0,,97,,60,Dry,1026,,60,,,,8.9,
South Uist Range,07/09/2019 08:00,12.2,1,,,0,,85,,80,Dry,1026,,50,,,,9.8,
South Uist Range,07/09/2019 09:00,13.8,2,,,0,,69,,100,Dry,1026,,75,,,,8.3,
South Uist Range,07/09/2019 10:00,13.2,5,,,0,,68,,360,Dry,1027,4,70,,,,7.6,
South Uist Range,07/09/2019 11:00,13.3,8,,,0,,68,,270,Dry,1027,5,75,,,,7.6,
South Uist Range,07/09/2019 12:00,13.6,7,,,0,0,68,,270,Dry,1027,,70,,,,7.9,
South Uist Range,07/09/2019 13:00,13.8,8,,,0,,73,,260,Dry,1027,1,70,,,,9.1,
South Uist Range,07/09/2019 14:00,14.4,5,,,0,,56,,290,Dry,1027,,75,,,,5.9,
South Uist Range,07/09/2019 15:00,14.5,7,,,0,,62,,240,Dry,1027,,75,,,,7.4,
South Uist Range,07/09/2019 16:00,13.9,7,,,0,,66,,240,Dry,1027,7,75,,,,7.8,
South Uist Range,07/09/2019 17:00,13.6,8,,,0,,66,,240,Dry,1027,8,75,,,,7.5,
South Uist Range,07/09/2019 18:00,13.2,10,,14.8,0,0,73,,210,Dry,1027,8,65,,,,8.5,
South Uist Range,07/09/2019 19:00,12.9,13,,,0,,81,,230,Dry,1027,7,75,,,,9.9,
South Uist Range,07/09/2019 20:00,11.7,8,,,0,,86,,220,Dry,1027,5,75,,,,9.6,
South Uist Range,07/09/2019 21:00,11.5,10,,,0,,85,,220,Dry,1026,1,75,,,,9.2,
South Uist Range,07/09/2019 22:00,12,12,,,0,,81,,210,Dry,1026,1,75,,,,8.9,
South Uist Range,07/09/2019 23:00,12.1,10,,,0,,82,,180,Dry,1025,6,75,,,,9.2,
South Uist Range,08/09/2019 00:00,12.4,13,,,0,0,80,,200,Dry,1025,4,75,,,,9.1,
South Uist Range,08/09/2019 01:00,13,17,,,0,,80,,210,Dry,1024,4,75,,,,9.8,
South Uist Range,08/09/2019 02:00,12.3,18,,,0,,91,,210,Dry,1024,4,45,,,,10.9,
South Uist Range,08/09/2019 03:00,12.1,20,,,0,,96,,200,Dry,1023,6,27,,,,11.6,
South Uist Range,08/09/2019 04:00,12.1,15,,,0,,94,,190,Dry,1022,7,70,,,,11.2,
South Uist Range,08/09/2019 05:00,12.3,16,,,0,,94,,190,Haze,1022,8,6,,,,11.4,
South Uist Range,08/09/2019 06:00,12.3,16,11.2,,0,0,97,,180,Dry,1021,8,16,,,,11.9,
South Uist Range,08/09/2019 07:00,12.7,16,,,0,,98,,180,Misty,1021,7,8,,,,12.5,
South Uist Range,08/09/2019 08:00,13.3,16,,,0.2,,99,,180,Rain,1020,7,5,,,,13.2,
South Uist Range,08/09/2019 09:00,13.9,18,,,0.2,,99,,190,Drizzly rain,1020,8,5,,,,13.8,
South Uist Range,08/09/2019 10:00,14.1,18,,,0.4,,100,,210,Rain,1019,5,28,,,,14.1,
South Uist Range,08/09/2019 11:00,14.4,20,,,0,,91,,200,Dry,1019,7,35,,,,13,
South Uist Range,08/09/2019 12:00,13.7,20,,,0,0.8,98,,210,Misty,1018,7,2,,,,13.4,
South Uist Range,08/09/2019 13:00,14.9,20,,,0.2,,93,32,200,Dry,1018,2,40,,,,13.8,
South Uist Range,08/09/2019 14:00,13.5,24,,,0,,96,31,210,Misty,1017,6,21,,,,12.9,
South Uist Range,08/09/2019 15:00,14.5,21,,,0,,91,,200,Dry,1016,5,30,,,,13.1,
South Uist Range,08/09/2019 16:00,14.4,25,,,0,,90,36,200,Dry,1015,1,35,,,,12.9,
South Uist Range,08/09/2019 17:00,14.3,24,,,0,,92,32,200,Dry,1014,7,30,,,,13.1,
South Uist Range,08/09/2019 18:00,13.8,22,,15,0,0.2,92,32,200,Dry,1013,4,35,,,,12.6,
South Uist Range,08/09/2019 19:00,13.6,18,,,0,,91,,190,Dry,1013,,50,,,,12.3,
South Uist Range,08/09/2019 20:00,13.4,15,,,0,,92,,190,Dry,1012,7,45,,,,12.2,
South Uist Range,08/09/2019 21:00,13.4,16,,,0,,92,,180,Dry,1012,3,35,,,,12.2,
South Uist Range,08/09/2019 22:00,13.6,14,,,0,,92,,180,Dry,1011,7,30,,,,12.4,
South Uist Range,08/09/2019 23:00,13.3,12,,,0.4,,96,,170,Light drizzle,1010,7,14,,,,12.7,
South Uist Range,09/09/2019 00:00,13.3,13,,,0.4,0.8,96,,170,Light rain,1010,6,15,,,,12.8,
South Uist Range,09/09/2019 01:00,13.2,13,,,1.4,,98,,180,Light rain,1009,7,22,,,,13,
South Uist Range,09/09/2019 02:00,13.3,12,,,0.6,,98,,180,Light drizzle,1008,1,4,,,,13.1,
South Uist Range,09/09/2019 03:00,11.5,20,,,0.8,,97,29,320,Light rain,1008,1,4,,,,11.1,
South Uist Range,09/09/2019 04:00,11.1,17,,,0.4,,94,30,320,Rain,1008,1,19,,,,10.2,
South Uist Range,09/09/2019 05:00,11.4,13,,,0,,89,,330,Rain,1008,1,50,,,,9.7,
South Uist Range,09/09/2019 06:00,11.6,9,11,,0,3.2,91,,340,Dry,1009,1,50,,,,10.2,
South Uist Range,09/09/2019 07:00,11.8,10,,,0,,89,,330,Dry,1009,1,45,,,,10.2,
South Uist Range,09/09/2019 08:00,12.5,10,,,0,,87,,330,Dry,1009,3,45,,,,10.5,
South Uist Range,09/09/2019 09:00,12.9,18,,,0,,79,,320,Dry,1010,8,65,,,,9.5,
South Uist Range,09/09/2019 10:00,13.1,16,,,0,,82,,320,Dry,1010,3,45,,,,10.2,
South Uist Range,09/09/2019 11:00,13.7,15,,,0,,79,,330,Dry,1011,1,45,,,,10.2,
South Uist Range,09/09/2019 12:00,13.6,15,,,0,0,77,,340,Dry,1011,,55,,,,9.7,
South Uist Range,09/09/2019 13:00,14.3,16,,,0,,76,,330,Dry,1012,1,55,,,,10.3,
South Uist Range,09/09/2019 14:00,14,15,,,0,,76,,330,Dry,1012,2,50,,,,10,
South Uist Range,09/09/2019 15:00,14,15,,,0,,75,,330,Dry,1013,1,45,,,,9.8,
South Uist Range,09/09/2019 16:00,13.3,14,,,0,,76,,330,Dry,1013,5,60,,,,9.3,
South Uist Range,09/09/2019 17:00,13.7,14,,,0,,73,,330,Dry,1014,4,65,,,,9.1,
South Uist Range,09/09/2019 18:00,13,13,,14.8,0,0,73,,320,Dry,1015,2,40,,,,8.4,
South Uist Range,09/09/2019 19:00,11.6,9,,,0,,76,,320,Dry,1016,,35,,,,7.7,
South Uist Range,09/09/2019 20:00,11.5,9,,,0,,80,,330,Rain,1016,2,35,,,,8.2,
South Uist Range,09/09/2019 21:00,11.1,8,,,0,,83,,330,Dry,1016,2,35,,,,8.5,
South Uist Range,09/09/2019 22:00,11.1,9,,,0,,80,,320,Dry,1016,,40,,,,7.8,
South Uist Range,09/09/2019 23:00,10.9,8,,,0,,81,,310,Dry,1017,2,30,,,,7.8,
South Uist Range,10/09/2019 00:00,10.8,8,,,0,0,82,,300,Dry,1017,3,21,,,,7.9,
South Uist Range,10/09/2019 01:00,11.2,9,,,0,,82,,280,Dry,1017,4,18,,,,8.4,
South Uist Range,10/09/2019 02:00,12,9,,,0,,84,,270,Dry,1017,2,17,,,,9.4,
South Uist Range,10/09/2019 03:00,10.9,7,,,0,,80,,270,Dry,1016,3,18,,,,7.6,
South Uist Range,10/09/2019 04:00,9.5,7,,,0,,83,,230,Dry,1016,,20,,,,6.8,
South Uist Range,10/09/2019 05:00,8.7,9,,,0,,92,,180,Dry,1016,4,24,,,,7.5,
South Uist Range,10/09/2019 06:00,9,9,7.7,,0,0,92,,170,Dry,1016,6,27,,,,7.8,
South Uist Range,10/09/2019 07:00,10.9,10,,,0,,88,,170,Dry,1016,1,30,,,,9.1,
South Uist Range,10/09/2019 08:00,12.6,16,,,0,,77,,210,Dry,1016,1,45,,,,8.7,
South Uist Range,10/09/2019 09:00,12.8,17,,,0,,78,,190,Dry,1014,1,45,,,,9.1,
South Uist Range,10/09/2019 10:00,13.1,22,,,0,,76,31,190,Dry,1013,2,50,,,,9.1,
South Uist Range,10/09/2019 11:00,13.3,24,,,0,,77,33,190,Dry,1013,1,55,,,,9.4,
South Uist Range,10/09/2019 12:00,13.3,24,,,0,0,80,36,190,Rain,1012,4,35,,,,10,
South Uist Range,10/09/2019 13:00,12.1,33,,,0,,93,44,190,Moderate shower,1010,3,4,,,,11.1,
South Uist Range,10/09/2019 14:00,11.4,31,,,0.8,,96,45,180,Light shower,1008,1,6,,,,10.9,
South Uist Range,10/09/2019 15:00,12.1,36,,,0.4,,96,51,180,Light rain,1006,6,9,,,,11.6,
South Uist Range,10/09/2019 16:00,12.1,37,,,3.2,,98,51,180,Moderate rain,1004,4,5,,,,11.9,
South Uist Range,10/09/2019 17:00,12.6,37,,,3.2,,98,53,180,Moderate rain,1003,6,2,,,,12.4,
South Uist Range,10/09/2019 18:00,13.4,33,,13.6,5.2,13,99,46,180,Moderate rain,1002,6,6,,,,13.3,
South Uist Range,10/09/2019 19:00,14.3,32,,,3.2,,99,45,190,Hail shower,1001,7,3,,,,14.2,
South Uist Range,10/09/2019 20:00,14.5,29,,,1.6,,100,39,210,Misty,1000,8,3,,,,14.5,
South Uist Range,10/09/2019 21:00,14.6,31,,,0.2,,100,40,220,Rain,1000,8,2,,,,14.6,
South Uist Range,10/09/2019 22:00,14.5,29,,,0.2,,99,39,220,Rain,999,8,3,,,,14.4,
South Uist Range,10/09/2019 23:00,14.1,29,,,0.4,,98,40,230,Rain,999,4,19,,,,13.8,
South Uist Range,11/09/2019 00:00,14.1,28,,,0.2,6,94,41,240,Dry,1000,2,16,,,,13.3,
South Uist Range,11/09/2019 01:00,13.8,24,,,0,,94,40,240,Rain,1000,1,15,,,,12.9,
South Uist Range,11/09/2019 02:00,13.8,26,,,0,,91,38,230,Dry,1000,2,11,,,,12.4,
South Uist Range,11/09/2019 03:00,13.8,25,,,0,,88,41,240,Dry,1000,1,11,,,,12,
South Uist Range,11/09/2019 04:00,13.1,31,,,0.2,,87,41,250,Rain,1000,1,16,,,,11,
South Uist Range,11/09/2019 05:00,13.1,30,,,0,,83,43,250,Dry,1001,,16,,,,10.4,
South Uist Range,11/09/2019 06:00,13.2,29,12.7,,0,0,85,39,250,Dry,1002,1,12,,,,10.8,
South Uist Range,11/09/2019 07:00,13.3,30,,,0.2,,83,39,250,Rain,1003,7,14,,,,10.6,
South Uist Range,11/09/2019 08:00,13.1,30,,,0.2,,81,47,250,Rain,1003,7,25,,,,10.1,
South Uist Range,11/09/2019 09:00,13.7,28,,,0,,84,38,240,Dry,1004,2,15,,,,11.2,
South Uist Range,11/09/2019 10:00,13.7,31,,,0.2,,84,41,250,Rain,1005,1,21,,,,11.1,
South Uist Range,11/09/2019 11:00,13.9,31,,,0,,79,41,260,Dry,1006,6,23,,,,10.4,
South Uist Range,11/09/2019 12:00,14.1,28,,,0,0.6,84,39,250,Dry,1007,1,14,,,,11.5,
South Uist Range,11/09/2019 13:00,14.7,29,,,0,,82,39,250,Dry,1008,4,16,,,,11.7,
South Uist Range,11/09/2019 14:00,14.8,25,,,0,,82,41,250,Dry,1009,3,17,,,,11.9,
South Uist Range,11/09/2019 15:00,14.7,24,,,0,,81,36,250,Dry,1010,1,18,,,,11.6,
South Uist Range,11/09/2019 16:00,14.1,25,,,0,,84,35,250,Dry,1010,1,22,,,,11.5,
South Uist Range,11/09/2019 17:00,13.6,22,,,0,,85,33,250,Dry,1011,5,19,,,,11.2,
South Uist Range,11/09/2019 18:00,13.3,23,,15,0,0,85,31,250,Dry,1012,2,24,,,,10.9,
South Uist Range,11/09/2019 19:00,12.8,22,,,0,,88,30,250,Dry,1012,3,24,,,,11,
South Uist Range,11/09/2019 20:00,13,23,,,0,,87,30,250,Dry,1013,6,19,,,,11,
South Uist Range,11/09/2019 21:00,12.8,18,,,0,,90,36,250,Dry,1013,1,22,,,,11.3,
South Uist Range,11/09/2019 22:00,12.6,24,,,0,,89,30,240,Dry,1013,4,28,,,,11,
South Uist Range,11/09/2019 23:00,12.4,22,,,0.2,,91,30,240,Drizzle,1013,3,30,,,,11.1,
South Uist Range,12/09/2019 00:00,12.7,20,,,0,0.2,90,29,240,Dry,1014,1,25,,,,11.2,
South Uist Range,12/09/2019 01:00,12.3,22,,,0,,87,30,240,Dry,1014,1,40,,,,10.3,
South Uist Range,12/09/2019 02:00,12.1,20,,,0,,82,32,240,Dry,1014,2,45,,,,9.3,
South Uist Range,12/09/2019 03:00,11.5,21,,,0,,93,36,250,Haze,1014,3,23,,,,10.5,
South Uist Range,12/09/2019 04:00,12.6,18,,,0,,88,,230,Dry,1014,6,28,,,,10.8,
South Uist Range,12/09/2019 05:00,12.6,21,,,0,,85,29,230,Dry,1014,7,29,,,,10.3,
South Uist Range,12/09/2019 06:00,12.6,22,11.5,,0,0,83,29,240,Dry,1014,4,35,,,,9.8,
South Uist Range,12/09/2019 07:00,12.8,22,,,0,,80,,240,Dry,1014,2,40,,,,9.5,
South Uist Range,12/09/2019 08:00,12.8,21,,,0.8,,85,30,240,Rain,1015,1,30,,,,10.5,
South Uist Range,12/09/2019 09:00,12.9,18,,,0.2,,79,,260,Rain,1016,1,30,,,,9.4,
South Uist Range,12/09/2019 10:00,13.5,20,,,0,,79,,260,Dry,1017,5,35,,,,10,
South Uist Range,12/09/2019 11:00,12.4,21,,,0,,79,32,280,Dry,1018,3,40,,,,8.9,
South Uist Range,12/09/2019 12:00,14.2,20,,,0,1,74,30,270,Dry,1018,1,30,,,,9.8,
South Uist Range,12/09/2019 13:00,14.6,21,,,0,,76,,270,Dry,1019,4,30,,,,10.6,
South Uist Range,12/09/2019 14:00,14.4,21,,,0,,69,29,280,Dry,1020,1,30,,,,8.8,
South Uist Range,12/09/2019 15:00,14.3,21,,,0,,71,29,280,Dry,1021,2,35,,,,9.2,
