Site,Date(UTC),Air Temp,Wind Speed,Min Temp,Max Temp,1Hr Precip,6Hr Precip,Rel Humidity,Wind Gust,Wind Direction,Weather,Pressure,Total Cloud,Visibility,Solar Rad,Sunshine,Snow Depth,Dew Point,OLE Temp
Wick,01/09/2018 00:00,13.8,13,,,0,0,81,,170,Dry,1016,5,18,,,,10.6,
Wick,01/09/2018 01:00,13.9,7,,,0,,79,,160,Dry,1016,8,20,,,,10.5,
Wick,01/09/2018 02:00,13.9,8,,,0,,77,,200,Drizzly rain,1016,1,23,,,,10.1,
Wick,01/09/2018 03:00,14,9,,,0,,77,,180,Rain,1016,5,35,,,,10.2,
Wick,01/09/2018 04:00,14,13,,,0,,77,,180,Dry,1016,2,30,,,,10.1,
Wick,01/09/2018 05:00,14.7,15,,,0,,72,,210,Dry,1016,6,50,,,,9.9,
Wick,01/09/2018 06:00,14.8,16,13.2,,0,0,74,,180,Dry,1016,7,45,,,,10.3,
Wick,01/09/2018 07:00,14.5,12,,,0,,79,,190,Dry,1017,8,40,,,,11,
Wick,01/09/2018 08:00,14.5,12,,,0,,81,,190,Dry,1017,5,35,,,,11.4,
Wick,01/09/2018 09:00,14.8,9,,,0,,82,,180,Dry,1018,1,35,,,,11.9,
Wick,01/09/2018 10:00,15.6,7,,,0,,82,,160,Dry,1018,7,35,,,,12.6,
Wick,01/09/2018 11:00,16.6,3,,,0,,81,,170,Dry,1018,3,27,,,,13.5,
Wick,01/09/2018 12:00,16.5,6,,,0,0,84,,360,Dry,1018,1,40,,,,13.8,
Wick,01/09/2018 13:00,14.9,8,,,0,,90,,30,Dry,1019,4,40,,,,13.3,
Wick,01/09/2018 14:00,14.9,7,,,0,,90,,10,Dry,1019,7,45,,,,13.3,
Wick,01/09/2018 15:00,14.2,7,,,0,,94,,50,Drizzly rain,1019,7,12,,,,13.4,
Wick,01/09/2018 16:00,15,7,,,0,,91,,20,Rain,1019,3,35,,,,13.6,
Wick,01/09/2018 17:00,15,7,,,0,,88,,20,Dry,1020,1,40,,,,13.2,
Wick,01/09/2018 18:00,14.3,6,,18,0,0,90,,30,Dry,1020,4,30,,,,12.7,
Wick,01/09/2018 19:00,13.7,5,,,0,,91,,40,Dry,1020,3,45,,,,12.4,
Wick,01/09/2018 20:00,12.4,5,,,0,,95,,40,Dry,1020,1,17,,,,11.7,
Wick,01/09/2018 21:00,12.9,2,,,0,,98,,70,Dry,1020,7,24,,,,12.7,
Wick,01/09/2018 22:00,11.9,2,,,0,,96,,240,Misty,1020,4,7,,,,11.4,
Wick,01/09/2018 23:00,11.7,3,,,0,,98,,230,Fog,1020,1,5,,,,11.5,
Wick,02/09/2018 00:00,12.3,3,,,0,0,99,,130,Fog,1019,0,7,,,,12.2,
Wick,02/09/2018 01:00,12.4,7,,,0,,100,,160,Misty,1019,5,4,,,,12.4,
Wick,02/09/2018 02:00,12.5,3,,,0,,100,,180,Dry,1019,0,30,,,,12.5,
Wick,02/09/2018 03:00,13,9,,,0,,96,,160,Dry,1018,0,45,,,,12.5,
Wick,02/09/2018 04:00,13.4,10,,,0,,90,,150,Dry,1018,0,45,,,,11.9,
Wick,02/09/2018 05:00,14.1,15,,,0,,86,,160,Dry,1017,0,45,,,,11.8,
Wick,02/09/2018 06:00,14.3,10,11.5,,0,0,87,,150,Dry,1017,1,40,,,,12.2,
Wick,02/09/2018 07:00,14.9,10,,,0,,84,,160,Dry,1016,5,40,,,,12.4,
Wick,02/09/2018 08:00,15.3,8,,,0,,85,,160,Dry,1016,5,45,,,,12.8,
Wick,02/09/2018 09:00,16.1,8,,,0,,80,,120,Dry,1016,0,25,,,,12.8,
Wick,02/09/2018 10:00,17.3,12,,,0,,74,,170,Dry,1016,0,50,,,,12.8,
Wick,02/09/2018 11:00,17.5,13,,,0,,75,,130,Dry,1015,0,22,,,,13.2,
Wick,02/09/2018 12:00,17.6,13,,,0,0,76,,140,Dry,1014,0,30,,,,13.4,
Wick,02/09/2018 13:00,19.9,21,,,0,,66,32,160,Dry,1013,0,26,,,,13.5,
Wick,02/09/2018 14:00,20.4,14,,,0,,66,30,170,Dry,1014,1,19,,,,14,
