Site,Date(UTC),Air Temp,Wind Speed,Min Temp,Max Temp,1Hr Precip,6Hr Precip,Rel Humidity,Wind Gust,Wind Direction,Weather,Pressure,Total Cloud,Visibility,Solar Rad,Sunshine,Snow Depth,Dew Point,OLE Temp
Inverbervie,02/09/2019 18:00,15.2,26,,15.8,0,0,83,36,250,Dry,1007,1,45,592,,,12.5,
Inverbervie,02/09/2019 19:00,14.2,26,,,0,,90,35,250,Dry,1008,8,50,128,,,12.6,
Inverbervie,02/09/2019 20:00,13.4,18,,,0,,93,36,260,Dry,1009,5,50,4,,,12.4,
Inverbervie,02/09/2019 21:00,13.2,18,,,0,,95,,260,Dry,1009,5,50,0,,,12.5,
Inverbervie,02/09/2019 22:00,13.3,21,,,0,,94,30,250,Dry,1010,3,50,0,,,12.5,
Inverbervie,02/09/2019 23:00,13.3,17,,,0,,94,,240,Dry,1010,7,40,0,,,12.4,
Inverbervie,03/09/2019 00:00,12.8,8,,,0,0,93,,270,Dry,1011,3,50,,,,11.7,
Inverbervie,03/09/2019 01:00,12.9,6,,,0,,93,,270,Dry,1012,2,50,0,,,11.8,
Inverbervie,03/09/2019 02:00,11.9,8,,,0,,91,,20,Rain,1013,7,50,0,,,10.6,
Inverbervie,03/09/2019 03:00,11.1,10,,,0,,96,,40,Dry,1014,7,45,0,,,10.6,
Inverbervie,03/09/2019 04:00,10.8,8,,,0,,98,,40,Dry,1014,8,17,0,,,10.5,
Inverbervie,03/09/2019 05:00,10.2,6,,,0,,97,,40,Dry,1014,7,40,0,,,9.8,
Inverbervie,03/09/2019 06:00,10.6,6,10,,0,0,96,,80,Dry,1015,8,30,31,,,10.1,
Inverbervie,03/09/2019 07:00,11,7,,,0,,94,,130,Dry,1015,8,45,136,,,10.2,
Inverbervie,03/09/2019 08:00,11.6,6,,,0,,90,,140,Dry,1016,8,35,450,,,10.1,
Inverbervie,03/09/2019 09:00,12.2,6,,,0,,92,,130,Dry,1016,6,45,596,,,11,
Inverbervie,03/09/2019 10:00,11.9,7,,,0,,96,,150,Dry,1016,7,25,683,,,11.4,
Inverbervie,03/09/2019 11:00,12.2,7,,,0,,99,,150,Thickening fog,1015,8,0,366,,,12.1,
Inverbervie,03/09/2019 12:00,13.1,8,,,0,0,100,,180,Fog,1014,8,18,729,,,13.1,
Inverbervie,03/09/2019 13:00,13.2,7,,,0,,98,,190,Dry,1014,8,14,551,,,13,
Inverbervie,03/09/2019 14:00,13,7,,,0.2,,100,,170,Moderate shower,1013,9,0,345,,,13,
Inverbervie,03/09/2019 15:00,13.3,12,,,0.6,,100,,200,Light shower,1012,8,0,288,,,13.3,
Inverbervie,03/09/2019 16:00,13.4,12,,,0.4,,100,,220,Light shower,1012,9,0,123,,,13.4,
Inverbervie,03/09/2019 17:00,13.9,21,,,0.4,,100,29,210,Thickening fog,1011,8,0,199,,,13.9,
Inverbervie,03/09/2019 18:00,13.9,18,,14,0,2,100,,210,Fog thinning,1010,7,0,113,,,13.9,
Inverbervie,03/09/2019 19:00,13.4,17,,,0,,100,,220,Fog thinning,1009,9,1,30,,,13.4,
Inverbervie,03/09/2019 20:00,13.8,23,,,0,,96,29,250,Fog,1009,8,50,3,,,13.2,
Inverbervie,03/09/2019 21:00,13.8,15,,,0,,97,,260,Dry,1009,8,50,0,,,13.4,
Inverbervie,03/09/2019 22:00,13.5,6,,,0,,98,,270,Dry,1008,8,28,0,,,13.2,
Inverbervie,03/09/2019 23:00,13.2,8,,,0,,98,,230,Rain,1008,8,18,0,,,13,
Inverbervie,04/09/2019 00:00,13.1,7,,,0,0,100,,240,Rain,1008,8,20,,,,13.1,
Inverbervie,04/09/2019 01:00,13,10,,,0,,99,,240,Dry,1007,8,35,0,,,12.9,
Inverbervie,04/09/2019 02:00,12.4,10,,,0,,85,,260,Dry,1007,8,30,0,,,10.1,
Inverbervie,04/09/2019 03:00,11.6,13,,,0,,85,,270,Dry,1006,5,30,0,,,9.2,
Inverbervie,04/09/2019 04:00,10.9,13,,,0,,94,,260,Dry,1006,7,30,0,,,10.1,
Inverbervie,04/09/2019 05:00,9.6,14,,,0,,89,,270,Dry,1006,,26,0,,,8,
Inverbervie,04/09/2019 06:00,8.7,9,8.6,,0,0,90,,270,Dry,1006,0,30,28,,,7.3,
Inverbervie,04/09/2019 07:00,9.5,16,,,0,,90,,240,Dry,1006,,23,330,,,8,
Inverbervie,04/09/2019 08:00,10.5,14,,,0,,84,,240,Dry,1005,,21,818,,,8,
Inverbervie,04/09/2019 09:00,12.2,13,,,0,,82,,230,Dry,1005,4,25,1269,,,9.4,
Inverbervie,04/09/2019 10:00,13.2,20,,,0,,78,,200,Dry,1004,7,26,1815,,,9.5,
Inverbervie,04/09/2019 11:00,12.4,14,,,0,,77,,240,Dry,1004,7,30,1255,,,8.5,
Inverbervie,04/09/2019 12:00,12.1,8,,,0,0,82,,190,Dry,1004,7,30,714,,,9.3,
Inverbervie,04/09/2019 13:00,11.8,6,,,0,,88,,270,Light rain,1004,7,30,695,,,9.9,
Inverbervie,04/09/2019 14:00,13,6,,,0,,78,,290,Rain,1005,2,30,1551,,,9.3,
Inverbervie,04/09/2019 15:00,13.4,13,,,0,,67,,350,Rain,1006,8,24,780,,,7.5,
Inverbervie,04/09/2019 16:00,12,15,,,0.2,,78,,360,Moderate shower,1007,6,18,1181,,,8.4,
Inverbervie,04/09/2019 17:00,12.2,23,,,0,,78,35,320,Rain,1008,1,23,797,,,8.6,
Inverbervie,04/09/2019 18:00,9.5,24,,14.7,0,0.2,92,43,330,Light drizzle,1010,6,14,205,,,8.3,
Inverbervie,04/09/2019 19:00,9.3,25,,,0,,84,41,320,Rain,1011,3,45,68,,,6.9,
Inverbervie,04/09/2019 20:00,8.7,26,,,0,,86,40,330,Rain,1012,1,35,0,,,6.6,
Inverbervie,04/09/2019 21:00,8.6,26,,,0,,80,40,320,Dry,1013,5,40,0,,,5.5,
Inverbervie,04/09/2019 22:00,8.2,24,,,0,,80,40,320,Dry,1014,,40,0,,,5.1,
Inverbervie,04/09/2019 23:00,7.9,22,,,0,,88,43,310,Light shower,1016,6,8,0,,,6.1,
Inverbervie,05/09/2019 00:00,8.2,25,,,0,0,74,39,310,Rain,1016,7,25,,,,3.9,
Inverbervie,05/09/2019 01:00,8.2,22,,,0,,73,38,310,Dry,1017,1,21,0,,,3.8,
Inverbervie,05/09/2019 02:00,8.1,18,,,0,,74,37,300,Dry,1018,7,27,0,,,3.9,
Inverbervie,05/09/2019 03:00,7.7,17,,,0,,76,,300,Dry,1018,,28,0,,,3.9,
Inverbervie,05/09/2019 04:00,7.3,14,,,0,,76,,290,Dry,1018,,40,0,,,3.5,
Inverbervie,05/09/2019 05:00,7.7,20,,,0,,76,,290,Dry,1018,0,40,0,,,3.8,
Inverbervie,05/09/2019 06:00,7.4,17,7.2,,0,0,78,,290,Dry,1019,0,35,26,,,3.9,
Inverbervie,05/09/2019 07:00,8.7,16,,,0,,73,,290,Dry,1019,3,35,364,,,4.2,
Inverbervie,05/09/2019 08:00,9.6,16,,,0,,68,,280,Dry,1019,7,40,371,,,4.1,
Inverbervie,05/09/2019 09:00,10.7,15,,,0,,64,,290,Dry,1019,,35,538,,,4.2,
Inverbervie,05/09/2019 10:00,10.4,12,,,0,,73,,240,Dry,1019,8,35,465,,,5.9,
Inverbervie,05/09/2019 11:00,11.8,13,,,0,,75,,270,Light shower,1018,8,35,705,,,7.6,
Inverbervie,05/09/2019 12:00,13.5,20,,,0,0,67,30,290,Rain,1018,8,30,887,,,7.5,
Inverbervie,05/09/2019 13:00,14.3,24,,,0,,64,36,290,Dry,1018,8,25,1275,,,7.7,
Inverbervie,05/09/2019 14:00,15.7,17,,,0,,68,35,300,Rain,1018,5,45,1570,,,10,
Inverbervie,05/09/2019 15:00,16.4,14,,,0,,63,,300,Dry,1018,5,27,2138,,,9.5,
Inverbervie,05/09/2019 16:00,15.9,12,,,0,,59,,260,Dry,1018,5,22,966,,,8,
Inverbervie,05/09/2019 17:00,14.8,20,,,0,,60,,260,Dry,1017,7,25,428,,,7.2,
Inverbervie,05/09/2019 18:00,13.8,22,,16.7,0,0,62,31,260,Dry,1017,6,28,249,,,6.7,
Inverbervie,05/09/2019 19:00,13.4,20,,,0,,65,31,270,Dry,1017,7,19,47,,,7.1,
Inverbervie,05/09/2019 20:00,13,21,,,0,,69,38,250,Dry,1016,8,16,0,,,7.5,
Inverbervie,05/09/2019 21:00,12.2,21,,,0,,73,32,230,Rain,1015,8,16,0,,,7.6,
Inverbervie,05/09/2019 22:00,11.4,18,,,0,,83,30,220,Rain,1015,8,14,0,,,8.7,
Inverbervie,05/09/2019 23:00,11.1,15,,,0,,83,29,210,Dry,1013,8,19,0,,,8.4,
Inverbervie,06/09/2019 00:00,11.2,14,,,0,0,84,,220,Dry,1012,6,16,,,,8.7,
Inverbervie,06/09/2019 01:00,11.6,20,,,0,,84,30,230,Dry,1010,7,17,0,,,9.1,
Inverbervie,06/09/2019 02:00,11.4,22,,,0,,86,30,230,Dry,1009,8,20,0,,,9.3,
Inverbervie,06/09/2019 03:00,10.8,23,,,0,,96,35,230,Light drizzle,1009,5,7,0,,,10.2,
Inverbervie,06/09/2019 04:00,10.7,21,,,0.2,,98,29,220,Light drizzle,1008,8,14,0,,,10.5,
Inverbervie,06/09/2019 05:00,10.9,13,,,0,,99,,240,Light drizzle,1008,8,6,0,,,10.8,
Inverbervie,06/09/2019 06:00,10.7,10,10.6,,0.2,0.4,99,,260,Rain,1008,4,35,18,,,10.6,
Inverbervie,06/09/2019 07:00,10.7,7,,,0,,88,,270,Dry,1009,2,35,271,,,8.9,
Inverbervie,06/09/2019 08:00,10,14,,,0,,87,,240,Dry,1009,7,21,330,,,8.1,
Inverbervie,06/09/2019 09:00,10.8,13,,,0,,84,,250,Dry,1009,8,21,266,,,8.3,
Inverbervie,06/09/2019 10:00,12.1,14,,,0,,79,,250,Dry,1009,5,30,853,,,8.6,
Inverbervie,06/09/2019 11:00,14.1,17,,,0,,75,,250,Dry,1009,7,30,1469,,,9.8,
Inverbervie,06/09/2019 12:00,14.5,14,,,0,0,66,,270,Dry,1010,8,45,1552,,,8.3,
Inverbervie,06/09/2019 13:00,15.5,15,,,0,,56,,300,Dry,1010,5,50,1567,,,6.8,
Inverbervie,06/09/2019 14:00,16.4,13,,,0,,53,33,300,Dry,1010,4,50,1933,,,7,
Inverbervie,06/09/2019 15:00,18.3,14,,,0,,50,29,290,Dry,1010,2,35,1533,,,7.9,
Inverbervie,06/09/2019 16:00,14.8,13,,,0.2,,73,31,320,Moderate shower,1011,1,40,1000,,,10.1,
Inverbervie,06/09/2019 17:00,14.3,22,,,0.2,,69,33,300,Rain,1012,4,50,475,,,8.7,
Inverbervie,06/09/2019 18:00,12.9,15,,18.7,0,0.4,79,32,310,Rain,1013,4,40,260,,,9.4,
Inverbervie,06/09/2019 19:00,11.7,14,,,0,,84,31,310,Dry,1014,5,50,104,,,9.2,
Inverbervie,06/09/2019 20:00,11.3,12,,,0,,81,,310,Dry,1015,3,40,0,,,8.3,
Inverbervie,06/09/2019 21:00,10.6,17,,,0,,88,30,320,Haze,1016,1,6,0,,,8.8,
Inverbervie,06/09/2019 22:00,9.9,12,,,0,,96,,320,Light drizzle,1017,8,15,0,,,9.3,
Inverbervie,06/09/2019 23:00,9.2,10,,,0,,87,,320,Rain,1018,2,45,0,,,7.3,
Inverbervie,07/09/2019 00:00,9,14,,,0,0,88,,330,Dry,1019,1,50,,,,7.2,
Inverbervie,07/09/2019 01:00,8.4,10,,,0,,89,,330,Dry,1020,2,29,0,,,6.8,
Inverbervie,07/09/2019 02:00,8.4,14,,,0,,86,,330,Dry,1020,1,40,0,,,6.3,
Inverbervie,07/09/2019 03:00,7.5,12,,,0,,85,,320,Dry,1021,,28,0,,,5.2,
Inverbervie,07/09/2019 04:00,7.2,12,,,0,,84,,310,Dry,1021,0,35,0,,,4.7,
Inverbervie,07/09/2019 05:00,7.8,22,,,0,,80,30,330,Dry,1022,,50,0,,,4.6,
Inverbervie,07/09/2019 06:00,7.2,18,7.1,,0,0,87,29,330,Dry,1023,,45,15,,,5.2,
Inverbervie,07/09/2019 07:00,7.9,16,,,0,,89,,320,Dry,1023,0,40,291,,,6.3,
Inverbervie,07/09/2019 08:00,9.2,18,,,0,,82,,330,Dry,1024,0,35,807,,,6.4,
Inverbervie,07/09/2019 09:00,11,16,,,0,,75,,340,Dry,1024,0,30,1337,,,6.8,
Inverbervie,07/09/2019 10:00,11.5,21,,,0,,67,29,350,Dry,1025,5,28,1660,,,5.8,
Inverbervie,07/09/2019 11:00,12.4,18,,,0,,63,,340,Dry,1025,1,35,2140,,,5.6,
Inverbervie,07/09/2019 12:00,12.7,15,,,0,0,58,,350,Dry,1026,5,45,2096,,,4.7,
Inverbervie,07/09/2019 13:00,12.7,14,,,0,,58,,340,Dry,1026,3,35,1793,,,4.8,
Inverbervie,07/09/2019 14:00,13.9,12,,,0,,56,,340,Dry,1026,6,50,2070,,,5.4,
Inverbervie,07/09/2019 15:00,13.6,13,,,0,,55,,330,Dry,1026,2,40,1960,,,4.8,
Inverbervie,07/09/2019 16:00,13.1,10,,,0,,57,,350,Dry,1026,0,35,1477,,,4.9,
Inverbervie,07/09/2019 17:00,11.8,12,,,0,,62,,360,Dry,1026,1,40,1019,,,4.8,
Inverbervie,07/09/2019 18:00,10.8,10,,14.7,0,0,68,,20,Dry,1027,0,40,399,,,5.2,
Inverbervie,07/09/2019 19:00,8.9,6,,,0,,77,,50,Dry,1027,5,30,69,,,5.1,
Inverbervie,07/09/2019 20:00,8.1,8,,,0,,79,,40,Dry,1028,,45,0,,,4.7,
Inverbervie,07/09/2019 21:00,8.4,5,,,0,,76,,50,Dry,1027,0,45,0,,,4.5,
Inverbervie,07/09/2019 22:00,7.9,3,,,0,,80,,330,Dry,1027,0,45,0,,,4.8,
Inverbervie,07/09/2019 23:00,7.4,5,,,0,,85,,330,Dry,1027,,40,0,,,5.1,
Inverbervie,08/09/2019 00:00,7,3,,,0,0,91,,310,Dry,1027,,35,,,,5.7,
Inverbervie,08/09/2019 01:00,6.9,3,,,0,,90,,290,Dry,1026,3,35,0,,,5.4,
Inverbervie,08/09/2019 02:00,7.7,7,,,0,,87,,240,Dry,1026,7,35,0,,,5.8,
Inverbervie,08/09/2019 03:00,7.5,6,,,0,,87,,240,Dry,1026,6,30,0,,,5.6,
Inverbervie,08/09/2019 04:00,7.1,5,,,0,,90,,250,Dry,1025,0,30,0,,,5.6,
Inverbervie,08/09/2019 05:00,6.6,6,,,0,,93,,270,Dry,1025,2,29,0,,,5.6,
Inverbervie,08/09/2019 06:00,6.9,6,6.2,,0,0,95,,280,Dry,1024,6,23,18,,,6.3,
Inverbervie,08/09/2019 07:00,7.8,5,,,0,,95,,270,Dry,1024,8,30,227,,,7.1,
Inverbervie,08/09/2019 08:00,9.7,5,,,0,,90,,260,Dry,1024,8,27,647,,,8.2,
Inverbervie,08/09/2019 09:00,10.9,8,,,0,,85,,190,Dry,1024,8,30,894,,,8.5,
Inverbervie,08/09/2019 10:00,11.9,8,,,0,,83,,170,Dry,1023,7,35,1305,,,9.2,
Inverbervie,08/09/2019 11:00,12.5,10,,,0,,84,,180,Dry,1022,7,24,1503,,,9.9,
Inverbervie,08/09/2019 12:00,12.9,13,,,0,0,82,,170,Dry,1022,6,40,2077,,,10,
Inverbervie,08/09/2019 13:00,12,15,,,0,,82,,180,Dry,1021,7,29,2064,,,9.2,
Inverbervie,08/09/2019 14:00,12.6,15,,,0,,80,,170,Dry,1020,5,22,2127,,,9.4,
Inverbervie,08/09/2019 15:00,12.2,17,,,0,,82,,170,Dry,1020,0,22,1876,,,9.4,
Inverbervie,08/09/2019 16:00,12.1,17,,,0,,86,,180,Dry,1019,1,25,1439,,,9.9,
Inverbervie,08/09/2019 17:00,11.5,16,,,0,,85,,190,Dry,1019,1,27,849,,,9.2,
Inverbervie,08/09/2019 18:00,10.6,18,,13.1,0,0,91,,180,Dry,1018,,26,335,,,9.3,
Inverbervie,08/09/2019 19:00,10.4,18,,,0,,92,,180,Dry,1018,0,19,50,,,9.3,
Inverbervie,08/09/2019 20:00,10.8,18,,,0,,93,,180,Dry,1017,5,21,0,,,9.8,
Inverbervie,08/09/2019 21:00,10.8,20,,,0,,93,,170,Dry,1017,8,20,0,,,9.8,
Inverbervie,08/09/2019 22:00,10.9,18,,,0,,93,,170,Dry,1016,8,15,0,,,9.9,
Inverbervie,08/09/2019 23:00,11.1,18,,,0,,96,,170,Dry,1015,2,12,0,,,10.5,
Inverbervie,09/09/2019 00:00,11.2,13,,,0,0,98,,180,Light shower,1014,1,6,,,,10.9,
Inverbervie,09/09/2019 01:00,11.4,10,,,0.4,,99,,180,Moderate rain,1014,5,7,0,,,11.3,
Inverbervie,09/09/2019 02:00,11.1,9,,,0.2,,98,,200,Light rain,1013,7,9,0,,,10.9,
Inverbervie,09/09/2019 03:00,10.9,15,,,0.8,,98,,180,Light rain,1012,8,12,0,,,10.7,
Inverbervie,09/09/2019 04:00,11,15,,,0.2,,97,,170,Rain,1011,2,16,0,,,10.6,
Inverbervie,09/09/2019 05:00,10.6,18,,,0.4,,96,,160,Light shower,1011,8,11,0,,,10,
Inverbervie,09/09/2019 06:00,10.5,16,10.4,,1,3,98,,160,Light rain,1011,7,11,0,,,10.2,
Inverbervie,09/09/2019 07:00,10.3,18,,,2,,97,,170,Moderate rain,1010,3,7,21,,,9.9,
Inverbervie,09/09/2019 08:00,10.6,13,,,2.6,,98,,180,Moderate rain,1010,8,8,81,,,10.4,
Inverbervie,09/09/2019 09:00,11.2,13,,,0.8,,98,,170,Light drizzle,1010,1,20,468,,,10.9,
Inverbervie,09/09/2019 10:00,11.3,14,,,0,,98,,160,Light drizzle,1010,8,7,549,,,11.1,
Inverbervie,09/09/2019 11:00,11.7,9,,,0.4,,100,,170,Light rain,1010,8,6,518,,,11.7,
Inverbervie,09/09/2019 12:00,12,13,,,0.2,6,98,,160,Rain,1011,8,13,934,,,11.8,
Inverbervie,09/09/2019 13:00,13,13,,,0,,93,,160,Light shower,1010,8,19,1485,,,12,
Inverbervie,09/09/2019 14:00,12.5,13,,,0,,91,,160,Rain,1011,8,14,1596,,,11.2,
Inverbervie,09/09/2019 15:00,12.2,10,,,0,,93,,170,Dry,1011,8,16,676,,,11.2,
Inverbervie,09/09/2019 16:00,12.7,8,,,0,,93,,170,Dry,1011,8,16,760,,,11.7,
Inverbervie,09/09/2019 17:00,12.2,7,,,0,,90,,170,Dry,1012,7,17,729,,,10.7,
Inverbervie,09/09/2019 18:00,11.7,6,,13.9,0,0,94,,180,Dry,1012,8,13,215,,,10.8,
Inverbervie,09/09/2019 19:00,11.4,5,,,0,,95,,180,Dry,1013,8,11,38,,,10.7,
Inverbervie,09/09/2019 20:00,11.3,5,,,0,,97,,180,Misty,1014,8,10,0,,,10.9,
Inverbervie,09/09/2019 21:00,11.3,5,,,0,,97,,220,Misty,1014,8,6,0,,,10.9,
Inverbervie,09/09/2019 22:00,11.1,3,,,0,,98,,280,Misty,1014,1,3,0,,,10.8,
Inverbervie,09/09/2019 23:00,11.2,5,,,0,,98,,320,Misty,1015,8,5,0,,,11,
Inverbervie,10/09/2019 00:00,10.9,8,,,0,0,98,,330,Misty,1015,3,7,,,,10.7,
Inverbervie,10/09/2019 01:00,10.9,8,,,0,,98,,330,Dry,1015,7,45,0,,,10.6,
Inverbervie,10/09/2019 02:00,10.8,9,,,0,,94,,330,Dry,1015,7,50,0,,,10,
Inverbervie,10/09/2019 03:00,10.9,8,,,0,,89,,330,Dry,1016,8,50,0,,,9.2,
Inverbervie,10/09/2019 04:00,10.8,8,,,0,,89,,330,Dry,1016,8,45,0,,,9.1,
Inverbervie,10/09/2019 05:00,10.2,6,,,0,,94,,320,Light shower,1016,8,17,0,,,9.3,
Inverbervie,10/09/2019 06:00,9.9,8,9.9,,0.6,0.6,94,,340,Light rain,1016,1,50,3,,,9,
Inverbervie,10/09/2019 07:00,10.5,6,,,0,,93,,310,Rain,1017,8,35,106,,,9.5,
Inverbervie,10/09/2019 08:00,11.6,5,,,0,,86,,320,Dry,1017,8,35,419,,,9.4,
Inverbervie,10/09/2019 09:00,12.3,3,,,0,,77,,280,Fog,1017,7,40,635,,,8.5,
Inverbervie,10/09/2019 10:00,12.6,5,,,0,,78,,190,Dry,1017,5,35,1038,,,8.9,
Inverbervie,10/09/2019 11:00,13.2,9,,,0,,75,,200,Dry,1016,7,45,1228,,,9,
Inverbervie,10/09/2019 12:00,13.3,13,,,0,0,80,,190,Dry,1016,7,35,1868,,,10.1,
Inverbervie,10/09/2019 13:00,13.7,15,,,0,,85,,200,Dry,1016,7,35,1694,,,11.3,
Inverbervie,10/09/2019 14:00,13.9,18,,,0,,82,,200,Dry,1015,5,30,2013,,,11,
Inverbervie,10/09/2019 15:00,13.3,18,,,0,,88,,190,Dry,1014,1,25,1884,,,11.4,
Inverbervie,10/09/2019 16:00,12.3,21,,,0,,93,,180,Dry,1013,1,21,1318,,,11.3,
Inverbervie,10/09/2019 17:00,12.4,24,,,0,,92,33,200,Dry,1012,6,15,422,,,11.3,
Inverbervie,10/09/2019 18:00,12.5,28,,14.1,0,0,73,37,220,Dry,1011,7,24,166,,,7.9,
Inverbervie,10/09/2019 19:00,11.7,22,,,0,,75,33,230,Rain,1010,8,25,14,,,7.6,
Inverbervie,10/09/2019 20:00,10,24,,,0.6,,94,37,220,Moderate rain,1010,8,7,0,,,9.1,
Inverbervie,10/09/2019 21:00,10.4,28,,,2.2,,96,33,210,Moderate rain,1008,8,7,0,,,9.9,
Inverbervie,10/09/2019 22:00,10.8,29,,,1.4,,98,40,210,Light rain,1007,8,8,0,,,10.6,
Inverbervie,10/09/2019 23:00,11,29,,,0,,99,37,210,Rain,1006,8,14,0,,,10.9,
Inverbervie,11/09/2019 00:00,11.6,24,,,0,4,99,36,200,Rain,1004,8,9,,,,11.5,
Inverbervie,11/09/2019 01:00,11.8,20,,,0,,98,35,220,Dry,1003,8,21,0,,,11.6,
Inverbervie,11/09/2019 02:00,12.1,22,,,0,,98,29,220,Dry,1003,2,20,0,,,11.9,
Inverbervie,11/09/2019 03:00,12.8,26,,,0,,99,33,210,Dry,1002,7,13,0,,,12.7,
Inverbervie,11/09/2019 04:00,13.2,20,,,0.2,,99,29,220,Rain,1001,8,15,0,,,13.1,
Inverbervie,11/09/2019 05:00,13.4,14,,,0,,100,,230,Dry,1001,8,24,0,,,13.4,
Inverbervie,11/09/2019 06:00,13.4,23,10,,0,0,83,31,250,Rain,1002,0,45,10,,,10.7,
Inverbervie,11/09/2019 07:00,12.5,21,,,0,,87,30,240,Dry,1003,0,40,250,,,10.5,
Inverbervie,11/09/2019 08:00,13,20,,,0,,84,30,250,Dry,1004,0,35,718,,,10.4,
