Site,Date(UTC),Air Temp,Wind Speed,Min Temp,Max Temp,1Hr Precip,6Hr Precip,Rel Humidity,Wind Gust,Wind Direction,Weather,Pressure,Total Cloud,Visibility,Solar Rad,Sunshine,Snow Depth,Dew Point,OLE Temp
Dundrennan,01/09/2019 00:00,11.1,13,,,0,0.4,83,,260,Dry,1011,0,35,,,,8.5,
Dundrennan,01/09/2019 01:00,11.2,16,,,0,,85,,270,Dry,1011,4,35,0,0,,8.8,
Dundrennan,01/09/2019 02:00,10.8,17,,,0,,86,,270,Dry,1011,,20,0,0,,8.7,
Dundrennan,01/09/2019 03:00,10.9,16,,,0,,87,,270,Dry,1011,4,35,0,0,,8.9,
Dundrennan,01/09/2019 04:00,10.9,16,,,0,,88,,280,Dry,1011,6,30,0,0,,9,
Dundrennan,01/09/2019 05:00,10.5,17,,,0,,88,,270,Dry,1012,5,24,0,0,,8.7,
Dundrennan,01/09/2019 06:00,10.3,15,10.2,,0,0,89,,260,Dry,1012,1,23,15,0,,8.6,
Dundrennan,01/09/2019 07:00,11.1,16,,,0,,87,,260,Dry,1012,3,21,286,42,,9.1,
Dundrennan,01/09/2019 08:00,11.5,20,,,0,,82,29,270,Dry,1013,4,30,749,48,,8.7,
Dundrennan,01/09/2019 09:00,12,16,,,0,,82,,270,Dry,1014,4,20,1267,48,,9.1,
Dundrennan,01/09/2019 10:00,12.5,16,,,0,,77,,270,Rain,1014,7,30,1591,36,,8.6,
Dundrennan,01/09/2019 11:00,12.8,14,,,0.4,,84,,280,Rain,1014,2,26,1844,42,,10.3,
Dundrennan,01/09/2019 12:00,13.3,20,,,0,0.4,73,,290,Rain,1015,6,40,1928,36,,8.7,
Dundrennan,01/09/2019 13:00,12.6,21,,,0,,69,29,300,Dry,1016,1,35,2273,48,,7.2,
Dundrennan,01/09/2019 14:00,14.6,16,,,0,,63,,280,Dry,1016,2,35,2448,60,,7.8,
Dundrennan,01/09/2019 15:00,13.8,20,,,0,,64,31,290,Dry,1016,0,40,1593,42,,7.3,
Dundrennan,01/09/2019 16:00,15,17,,,0,,65,,280,Dry,1016,0,28,1784,54,,8.5,
Dundrennan,01/09/2019 17:00,13.5,14,,,0,,66,,290,Dry,1017,5,30,972,12,,7.4,
Dundrennan,01/09/2019 18:00,12.8,8,,15.5,0,0,72,,280,Dry,1017,7,30,350,0,,7.9,
Dundrennan,01/09/2019 19:00,12.2,7,,,0,,73,,290,Rain,1018,7,40,75,0,,7.6,
Dundrennan,01/09/2019 20:00,10.7,7,,,0.6,,86,,250,Light shower,1019,8,35,0,0,,8.6,
Dundrennan,01/09/2019 21:00,10.7,3,,,0,,91,,170,Rain,1019,8,22,0,0,,9.4,
Dundrennan,01/09/2019 22:00,10.7,2,,,0,,91,,120,Rain,1018,8,45,0,0,,9.3,
Dundrennan,01/09/2019 23:00,11.3,6,,,0,,88,,230,Dry,1018,2,35,0,0,,9.5,
Dundrennan,02/09/2019 00:00,11.5,8,,,0,0.6,91,,250,Light shower,1018,8,30,,,,10.1,
Dundrennan,02/09/2019 01:00,11.1,8,,,0,,94,,260,Rain,1018,7,45,0,0,,10.3,
Dundrennan,02/09/2019 02:00,10.8,9,,,0,,95,,270,Dry,1019,1,35,0,0,,10.1,
Dundrennan,02/09/2019 03:00,10.5,9,,,0,,95,,260,Dry,1018,2,40,0,0,,9.8,
Dundrennan,02/09/2019 04:00,11.2,12,,,0,,95,,260,Dry,1018,6,30,0,0,,10.5,
Dundrennan,02/09/2019 05:00,11.8,12,,,0,,91,,250,Dry,1018,8,30,0,0,,10.5,
Dundrennan,02/09/2019 06:00,12.4,9,10.3,,0,0,91,,250,Dry,1018,8,20,7,0,,11,
Dundrennan,02/09/2019 07:00,12.7,15,,,0,,87,,240,Dry,1018,8,21,90,0,,10.7,
Dundrennan,02/09/2019 08:00,12.8,15,,,0.8,,91,,230,Rain,1018,8,14,141,0,,11.4,
Dundrennan,02/09/2019 09:00,12.5,21,,,1.2,,95,,220,Moderate rain,1018,8,7,196,0,,11.8,
Dundrennan,02/09/2019 10:00,12.7,22,,,2,,96,30,220,Light rain,1018,8,8,390,0,,12.1,
Dundrennan,02/09/2019 11:00,12.7,23,,,0.4,,95,31,230,Rain,1017,8,16,476,0,,12,
Dundrennan,02/09/2019 12:00,13.3,26,,,0,4,91,35,230,Dry,1017,8,22,473,0,,11.9,
Dundrennan,02/09/2019 13:00,13,26,,,0.2,,96,35,220,Light drizzle,1016,8,5,365,0,,12.4,
Dundrennan,02/09/2019 14:00,13.4,28,,,3.8,,96,39,220,Moderate rain,1016,7,5,251,0,,12.9,
Dundrennan,02/09/2019 15:00,13.7,29,,,1.2,,96,41,230,Light drizzle,1016,6,6,256,0,,13.2,
Dundrennan,02/09/2019 16:00,13.9,26,,,0,,94,41,240,Rain,1015,8,17,341,0,,13.1,
Dundrennan,02/09/2019 17:00,13.6,24,,,0,,93,36,240,Light drizzle,1015,8,14,216,0,,12.6,
Dundrennan,02/09/2019 18:00,13.8,22,,14.1,0.4,6,94,33,240,Drizzle,1015,8,11,92,0,,13,
Dundrennan,02/09/2019 19:00,14.2,25,,,0,,90,32,240,Rain,1015,8,24,45,0,,12.6,
Dundrennan,02/09/2019 20:00,14.4,21,,,0,,87,35,240,Dry,1016,7,25,2,0,,12.4,
Dundrennan,02/09/2019 21:00,14.3,20,,,0,,87,33,250,Rain,1016,8,16,0,0,,12.2,
Dundrennan,02/09/2019 22:00,14.1,20,,,0,,88,31,250,Haze,1016,8,8,0,0,,12.3,
Dundrennan,02/09/2019 23:00,14.2,17,,,0,,88,29,240,Rain,1016,8,19,0,0,,12.3,
Dundrennan,03/09/2019 00:00,14.2,18,,,0,0,89,,250,Rain,1016,8,28,,,,12.5,
